# Omega_m sigma_8 chi2 weight
2.185471904415262900e-01 8.151524979990683040e-01 3.353950676104813233e+00 3.000000000000000000e+00
2.249813871471422755e-01 8.096112215835410408e-01 5.856458255449055628e+00 1.000000000000000000e+00
2.220416848524497389e-01 8.279170038130466702e-01 2.388054864204697036e+00 1.000000000000000000e+00
2.204193248162741037e-01 8.288679802668291741e-01 2.008954667234933655e+00 1.000000000000000000e+00
2.194330702948235901e-01 8.320836626657649449e-01 1.581353984541693070e+00 1.000000000000000000e+00
2.143887200021571959e-01 8.229476312432031371e-01 1.653797288855928693e+00 1.000000000000000000e+00
2.106868764568290142e-01 8.262561419701702770e-01 9.688924559978993045e-01 2.000000000000000000e+00
1.989733788788407842e-01 8.456855219102387133e-01 1.885844680501177484e+00 1.000000000000000000e+00
1.952644377206907977e-01 8.483606085119839157e-01 3.145002559710866841e+00 1.000000000000000000e+00
1.972552093610086821e-01 8.387439934026490462e-01 1.548678122471532692e+00 3.000000000000000000e+00
1.983319638159155018e-01 8.338970036222487225e-01 1.069433646774402336e+00 2.000000000000000000e+00
1.973240525717549210e-01 8.362511104893917135e-01 1.351230634956017029e+00 5.000000000000000000e+00
1.997562851928071925e-01 8.230292653256247037e-01 8.170069190313262730e-01 1.000000000000000000e+00
1.956651294783651185e-01 8.214940821276748295e-01 1.100214658052435235e+00 1.000000000000000000e+00
1.992452018859707241e-01 8.124488100853771710e-01 1.327903335063960411e+00 1.000000000000000000e+00
1.917070456078631135e-01 8.139553446111628121e-01 1.587030835176795884e+00 2.000000000000000000e+00
1.953135126174078418e-01 8.182924776857642968e-01 1.166497419449505912e+00 1.000000000000000000e+00
2.080263579876488744e-01 8.073256843688231266e-01 2.649465594630496579e+00 2.000000000000000000e+00
1.960582098791450456e-01 8.167340167238332782e-01 1.157194609386183792e+00 1.000000000000000000e+00
1.927245318536654206e-01 8.225591048537805872e-01 1.469724530088564629e+00 1.000000000000000000e+00
2.017726051186515546e-01 8.269353134952549533e-01 6.828786129487024459e-01 1.000000000000000000e+00
2.051111236721188669e-01 8.305364604508166382e-01 5.737686417793789184e-01 2.000000000000000000e+00
2.083349530208090661e-01 8.304044277947595365e-01 6.254231453872042268e-01 1.000000000000000000e+00
2.072457542323681845e-01 8.387245450678811887e-01 5.624397784995119887e-01 1.000000000000000000e+00
2.103155803962048209e-01 8.332736666117647184e-01 6.237555611550058554e-01 1.000000000000000000e+00
2.065634179156448369e-01 8.340393802380846600e-01 5.370317978852821028e-01 2.000000000000000000e+00
2.040656079430642200e-01 8.366305726868572545e-01 6.424130885932017865e-01 3.000000000000000000e+00
2.093149595186293843e-01 8.246319242161117558e-01 9.629823847831591177e-01 2.000000000000000000e+00
2.131987376810563495e-01 8.203830588544430702e-01 1.749376082161398394e+00 1.000000000000000000e+00
2.144880994954690423e-01 8.118764777810193456e-01 3.049530172177748355e+00 2.000000000000000000e+00
2.188539826115022402e-01 8.144254338259007131e-01 3.529947715930598306e+00 1.000000000000000000e+00
2.169276815781403522e-01 8.111373152406735620e-01 3.652998268992385000e+00 1.000000000000000000e+00
2.217669150863293137e-01 8.094802047787242882e-01 5.051004951484564742e+00 1.000000000000000000e+00
2.153667276771399630e-01 8.165285044806361858e-01 2.547783147905085421e+00 1.000000000000000000e+00
2.074709964777327886e-01 8.254182130893570335e-01 7.991359607023846845e-01 1.000000000000000000e+00
2.077051364819572088e-01 8.248834692971953597e-01 8.412871122111044153e-01 1.000000000000000000e+00
2.075143908084623179e-01 8.126702722940395418e-01 1.878968061878743212e+00 2.000000000000000000e+00
1.947310490320957044e-01 8.079330306809351381e-01 1.658208405327431745e+00 1.000000000000000000e+00
1.968479046615360939e-01 7.994928296431149661e-01 2.531040289614793437e+00 2.000000000000000000e+00
2.002049029936437408e-01 7.962537903915717363e-01 3.293022869308013245e+00 1.000000000000000000e+00
1.848057540071548766e-01 8.160971937970956658e-01 2.866341039684842773e+00 1.000000000000000000e+00
1.959660465880398439e-01 8.018876897161152373e-01 2.208838969351859749e+00 1.000000000000000000e+00
1.970993713967749139e-01 8.015774936036796916e-01 2.292732414971184962e+00 1.000000000000000000e+00
1.884673189042298802e-01 8.016163686612672867e-01 2.395814608239124066e+00 2.000000000000000000e+00
1.925060974509770761e-01 7.973948931951845287e-01 2.623481141106575709e+00 2.000000000000000000e+00
1.894824225858242062e-01 8.005170500102538611e-01 2.403021031131436835e+00 2.000000000000000000e+00
1.881441350593778539e-01 8.014251658277764534e-01 2.434205089686286350e+00 1.000000000000000000e+00
1.918404578417213791e-01 8.044818715880001081e-01 1.991845945719529665e+00 1.000000000000000000e+00
1.881965491964284753e-01 8.124616617751135861e-01 2.077398995746056798e+00 2.000000000000000000e+00
1.886850973325721048e-01 8.149136245506120035e-01 2.004247021881068402e+00 1.000000000000000000e+00
1.856485224318367155e-01 8.092040615507075652e-01 2.528247951372241342e+00 2.000000000000000000e+00
1.911949862763590857e-01 7.998062539135902815e-01 2.387936241222024858e+00 1.000000000000000000e+00
1.883380052594274823e-01 7.998015469544871303e-01 2.527407553137286822e+00 1.000000000000000000e+00
1.859726265201956941e-01 8.050349282427166075e-01 2.529567838814864800e+00 1.000000000000000000e+00
1.801314687853341201e-01 8.163646618434684532e-01 4.361184723434380572e+00 1.000000000000000000e+00
1.785830354907481932e-01 8.258557236437235050e-01 6.215002793284131855e+00 2.000000000000000000e+00
1.794248307578495127e-01 8.252453334125375850e-01 5.707777406599716663e+00 1.000000000000000000e+00
1.794752349103471978e-01 8.222725596853797114e-01 5.274394771893093470e+00 2.000000000000000000e+00
1.800396817582030629e-01 8.111139949420066442e-01 4.020119490719277877e+00 1.000000000000000000e+00
1.926112140526798910e-01 8.088127963284897914e-01 1.693473127195429973e+00 2.000000000000000000e+00
1.879595552735981168e-01 8.141971139244542632e-01 2.125159209067920330e+00 1.000000000000000000e+00
1.935822408938701333e-01 8.026308199186953374e-01 2.099168516906601223e+00 1.000000000000000000e+00
1.975278982665195360e-01 8.135783456819869475e-01 1.249437591529771741e+00 1.000000000000000000e+00
1.934353949139581974e-01 8.240736970496079783e-01 1.395532678436583351e+00 2.000000000000000000e+00
1.910816162907867377e-01 8.257487908603086124e-01 1.879737418790557335e+00 2.000000000000000000e+00
1.975109246173698263e-01 8.192453695977020001e-01 1.006696626322549859e+00 1.000000000000000000e+00
1.973378702440651000e-01 8.170078497696319220e-01 1.088802128985022710e+00 1.000000000000000000e+00
1.965713932079845017e-01 8.300107215692417162e-01 1.138551036367497993e+00 1.000000000000000000e+00
1.918997854463365127e-01 8.337140002311865805e-01 2.266490419400322143e+00 1.000000000000000000e+00
1.821647463871205186e-01 8.290905790194066372e-01 5.023582413589183560e+00 1.000000000000000000e+00
1.811267343413559827e-01 8.174652253052500095e-01 4.091851420405379081e+00 1.000000000000000000e+00
1.872564969837142157e-01 8.158530017297745962e-01 2.289825103729436151e+00 1.000000000000000000e+00
1.788443531471031744e-01 8.237926675889063466e-01 5.771002291969704601e+00 1.000000000000000000e+00
1.782231294154215939e-01 8.195627833944996166e-01 5.489898373098294648e+00 4.000000000000000000e+00
1.851453967039079496e-01 8.116812875174325148e-01 2.646088407460520653e+00 1.000000000000000000e+00
1.950690232077985642e-01 7.941740057008955800e-01 3.132843590046466176e+00 1.000000000000000000e+00
1.947939769144102773e-01 8.044565148730933313e-01 1.934661933810790435e+00 1.000000000000000000e+00
1.917426749896334603e-01 8.110694047677131646e-01 1.654427262455042902e+00 3.000000000000000000e+00
1.907552261116659820e-01 8.080315871434549102e-01 1.858768410264040938e+00 1.000000000000000000e+00
1.977917976356567964e-01 7.995913658590528827e-01 2.580512696550237184e+00 1.000000000000000000e+00
2.009334281950658774e-01 7.910673774947506454e-01 4.292227657536868968e+00 1.000000000000000000e+00
2.006851769384022655e-01 7.958029997222185736e-01 3.424124340870391414e+00 2.000000000000000000e+00
2.084577192966901860e-01 7.934617812894628752e-01 5.185413841384671763e+00 2.000000000000000000e+00
2.006190205255571624e-01 8.092062132546820052e-01 1.662280853695990546e+00 1.000000000000000000e+00
1.992500576565626180e-01 8.211243321264823924e-01 8.824787420128062942e-01 1.000000000000000000e+00
2.054926043928305968e-01 8.258724944648171418e-01 7.013177906835497133e-01 1.000000000000000000e+00
2.023872604173777290e-01 8.265830223053690640e-01 6.723561973172021977e-01 3.000000000000000000e+00
2.046632781723686512e-01 8.406118813603893347e-01 7.421262843512040908e-01 1.000000000000000000e+00
2.061904649815471391e-01 8.351957969559932193e-01 5.428702112192368423e-01 1.000000000000000000e+00
2.001852012927743951e-01 8.385378038729526251e-01 1.080546512774131163e+00 1.000000000000000000e+00
2.061216381410284626e-01 8.356058168768302208e-01 5.468840230669701485e-01 1.000000000000000000e+00
1.971210683467426172e-01 8.333094137507486288e-01 1.207997704120346238e+00 1.000000000000000000e+00
1.990298421397269923e-01 8.236263239638115241e-01 8.388567786707860074e-01 1.000000000000000000e+00
2.031119774580433524e-01 8.256738800627194674e-01 6.838566850930416496e-01 1.000000000000000000e+00
2.146136976795224860e-01 8.299755254113859726e-01 1.111012460862140783e+00 1.000000000000000000e+00
2.114224747422483175e-01 8.350381471546763912e-01 6.324623179445115762e-01 1.000000000000000000e+00
2.046609027218394272e-01 8.303232074744202329e-01 5.800238237154333731e-01 1.000000000000000000e+00
2.080876022605001041e-01 8.258554329720916298e-01 8.067659362876039575e-01 1.000000000000000000e+00
2.176054461163617337e-01 8.185270664313699651e-01 2.689303658433734423e+00 1.000000000000000000e+00
2.107373028506345780e-01 8.209579429769365833e-01 1.385832963849635835e+00 1.000000000000000000e+00
2.045843475656984878e-01 8.373439069298174164e-01 6.326736462790555349e-01 1.000000000000000000e+00
2.081389299368044121e-01 8.314234010876135894e-01 5.902971089423327822e-01 3.000000000000000000e+00
2.011357294040770349e-01 8.390023497609868652e-01 9.897719363049516383e-01 1.000000000000000000e+00
2.001596984401923796e-01 8.301558757934539567e-01 7.683389297807412532e-01 1.000000000000000000e+00
2.068836437634276881e-01 8.227542979566629944e-01 9.207461121060942499e-01 1.000000000000000000e+00
2.020676126703830622e-01 8.234822680997581079e-01 7.529891386180199708e-01 1.000000000000000000e+00
2.099234596598942293e-01 8.130936829321430137e-01 2.136034138551937467e+00 2.000000000000000000e+00
2.094722843570767934e-01 8.172471093577104995e-01 1.607758616645883931e+00 1.000000000000000000e+00
2.153828745833284986e-01 8.226142721277301950e-01 1.830127175044591104e+00 1.000000000000000000e+00
2.135294772624419801e-01 8.215710238004986232e-01 1.672552418667391905e+00 1.000000000000000000e+00
2.066348702855045627e-01 8.212607170863404082e-01 1.004478856800419484e+00 1.000000000000000000e+00
1.965297617139019903e-01 8.388385208713659003e-01 1.694014911112871502e+00 1.000000000000000000e+00
1.962731417001990497e-01 8.421916122894439471e-01 2.076791982447506513e+00 1.000000000000000000e+00
1.942171074087112592e-01 8.448487831459108310e-01 2.933304326743285895e+00 2.000000000000000000e+00
1.980767486927372256e-01 8.433655895984716322e-01 1.818139731451996477e+00 2.000000000000000000e+00
1.953735936405751883e-01 8.401104106164903884e-01 2.059907075970768719e+00 3.000000000000000000e+00
2.023065672754162381e-01 8.338556426238866726e-01 6.846239390605005637e-01 1.000000000000000000e+00
2.074264367259119057e-01 8.155301084946831036e-01 1.561990137512631271e+00 1.000000000000000000e+00
2.076885369051577612e-01 8.104012239492212055e-01 2.183185136332988385e+00 1.000000000000000000e+00
2.098480614726214721e-01 8.232876824440497066e-01 1.102572348657190782e+00 1.000000000000000000e+00
2.098045846692525584e-01 8.107280376052989901e-01 2.428662717225991585e+00 1.000000000000000000e+00
2.099080335988582346e-01 8.148165986078699241e-01 1.924863792239038807e+00 1.000000000000000000e+00
2.020132579354215197e-01 8.123529713948794972e-01 1.441715753187132742e+00 2.000000000000000000e+00
2.076533591843574555e-01 8.134430019596936567e-01 1.811315793671963492e+00 1.000000000000000000e+00
2.057409110819201914e-01 8.131368906588095635e-01 1.644690188473239001e+00 2.000000000000000000e+00
2.018974825284124419e-01 8.188295459454593139e-01 9.635395782860800562e-01 4.000000000000000000e+00
2.042061048252294120e-01 8.151446791445887685e-01 1.326576780457234372e+00 1.000000000000000000e+00
2.044797733003390905e-01 8.094142690868354473e-01 1.937250603765449330e+00 1.000000000000000000e+00
2.096078672799061571e-01 8.115894732613171403e-01 2.284680026214354509e+00 1.000000000000000000e+00
2.109805872169833174e-01 8.127211152040831887e-01 2.337600677555653927e+00 1.000000000000000000e+00
2.055906205938368425e-01 8.050040891386651687e-01 2.644008043759273896e+00 1.000000000000000000e+00
1.947433057899813080e-01 8.091081339774174319e-01 1.578969904072659691e+00 2.000000000000000000e+00
1.923633137670204274e-01 8.054494563689011954e-01 1.902950828117711879e+00 3.000000000000000000e+00
1.987220814641798561e-01 7.896311738095291854e-01 4.243053672128292320e+00 1.000000000000000000e+00
1.897658135640687416e-01 7.917769126159449611e-01 3.262958367473839605e+00 2.000000000000000000e+00
1.932944985628124446e-01 7.991432445604070844e-01 2.442435595274888183e+00 1.000000000000000000e+00
2.042457287406247157e-01 8.035544787371677877e-01 2.679626234192549195e+00 1.000000000000000000e+00
2.033005171606104833e-01 8.047322374710027537e-01 2.404083816145128338e+00 1.000000000000000000e+00
2.049406348520134147e-01 8.013036234814053804e-01 3.115276716268118307e+00 1.000000000000000000e+00
2.008930520025297428e-01 8.072361522285467217e-01 1.878218781557185357e+00 1.000000000000000000e+00
1.946474274819732508e-01 8.226870155453716027e-01 1.210250792180399548e+00 1.000000000000000000e+00
1.955664246122996164e-01 8.135775706166412657e-01 1.304675620262475411e+00 1.000000000000000000e+00
1.982097744165212672e-01 8.139614899211102816e-01 1.220448809710551918e+00 1.000000000000000000e+00
1.941627335095657825e-01 8.186148797537405875e-01 1.262733516754429797e+00 1.000000000000000000e+00
1.953585309401074388e-01 8.151471684425505293e-01 1.250477822775357239e+00 2.000000000000000000e+00
1.911146387540375302e-01 8.140570662494063248e-01 1.653177626333424133e+00 1.000000000000000000e+00
1.916169529629501433e-01 8.159356130560730946e-01 1.572420977714816148e+00 2.000000000000000000e+00
1.990396853453547665e-01 8.103331620075130415e-01 1.490246471673320583e+00 2.000000000000000000e+00
1.946277323732665820e-01 8.094808160271824704e-01 1.558812005842658666e+00 1.000000000000000000e+00
1.901750453883837011e-01 8.100580716778398305e-01 1.846485950944428911e+00 3.000000000000000000e+00
1.954684724427597220e-01 8.013726502441826938e-01 2.248948425471610335e+00 2.000000000000000000e+00
1.968272661242014832e-01 8.118479601008364854e-01 1.363514229950975265e+00 1.000000000000000000e+00
2.008294658658222320e-01 8.199405555269430046e-01 8.965443722889724354e-01 1.000000000000000000e+00
1.996834907055514696e-01 8.290842509645067748e-01 7.906345829113354817e-01 1.000000000000000000e+00
1.995545219827509764e-01 8.257432634292983797e-01 7.895122259982404467e-01 2.000000000000000000e+00
1.943270143016234408e-01 8.336072115943439220e-01 1.710507294087331154e+00 1.000000000000000000e+00
1.905557130603995619e-01 8.362357540057426819e-01 2.897927722738400380e+00 1.000000000000000000e+00
1.893864313236174879e-01 8.408332877067672406e-01 3.908747993929141629e+00 2.000000000000000000e+00
1.931056246833243173e-01 8.321099078795567427e-01 1.855357833853958027e+00 3.000000000000000000e+00
1.950010666132107884e-01 8.354809654045417533e-01 1.718017977348762937e+00 4.000000000000000000e+00
1.937922503115803441e-01 8.313803419069160094e-01 1.662670483152437928e+00 3.000000000000000000e+00
1.883159190665335270e-01 8.267845035760200689e-01 2.604512252810174289e+00 2.000000000000000000e+00
1.964276499104740670e-01 8.164445462930963737e-01 1.148604817333738426e+00 2.000000000000000000e+00
2.032035799125953002e-01 8.243331523907454494e-01 7.257151085609012675e-01 2.000000000000000000e+00
2.041777195339560536e-01 8.185196153876076464e-01 1.058240376827478846e+00 1.000000000000000000e+00
2.117937187032229718e-01 8.296133559564293769e-01 8.636299026144077517e-01 1.000000000000000000e+00
2.114585232573585605e-01 8.284357559032216045e-01 9.009712119180240952e-01 1.000000000000000000e+00
2.238234809100694278e-01 8.210872816303795840e-01 3.603083422669298930e+00 1.000000000000000000e+00
2.219494689812370747e-01 8.262202684993675827e-01 2.556043069286546121e+00 1.000000000000000000e+00
2.131382133628188513e-01 8.271189726818398702e-01 1.145922733746032707e+00 1.000000000000000000e+00
2.181107292646598528e-01 8.272240379944955091e-01 1.792379879822523225e+00 2.000000000000000000e+00
2.145072178193423440e-01 8.275822568691667547e-01 1.266592736713044509e+00 1.000000000000000000e+00
2.152527511402897997e-01 8.301173837996516092e-01 1.175044446954627952e+00 1.000000000000000000e+00
2.157209368405788863e-01 8.298658168601310559e-01 1.247340897890556910e+00 1.000000000000000000e+00
2.276138778453285771e-01 8.189374443855992336e-01 4.841379461046580346e+00 1.000000000000000000e+00
2.127954392456841703e-01 8.354822028501287523e-01 6.986042267212795309e-01 1.000000000000000000e+00
2.038370606222490167e-01 8.391230198851606925e-01 7.396311023740113066e-01 1.000000000000000000e+00
2.115970701163351897e-01 8.244927174427387762e-01 1.179643623800542773e+00 1.000000000000000000e+00
2.045696526474416188e-01 8.328071853817937686e-01 5.693909637256308054e-01 1.000000000000000000e+00
2.106632955950253072e-01 8.330882585350215530e-01 6.457305433606791434e-01 1.000000000000000000e+00
2.012136889563524988e-01 8.458087320641171081e-01 1.495965099240435192e+00 1.000000000000000000e+00
1.973951538244592963e-01 8.472954506406238373e-01 2.426318047668581723e+00 2.000000000000000000e+00
2.076147796362963760e-01 8.421425797713467665e-01 6.424439055996058467e-01 1.000000000000000000e+00
2.037402847655411520e-01 8.365527679000001049e-01 6.593254726402288934e-01 3.000000000000000000e+00
2.028777060934378873e-01 8.333505874025703974e-01 6.414990738948903592e-01 1.000000000000000000e+00
2.019869020680968297e-01 8.314413242790685832e-01 6.666052032805624972e-01 4.000000000000000000e+00
2.069636186075939355e-01 8.514986560637086699e-01 1.269959342397553703e+00 1.000000000000000000e+00
2.114421859368902090e-01 8.453610519393554013e-01 6.699611123920431455e-01 1.000000000000000000e+00
2.235762380153651641e-01 8.363403803191558072e-01 1.911853701939068451e+00 3.000000000000000000e+00
2.192488990899939261e-01 8.419200252772307547e-01 1.061873933497023303e+00 1.000000000000000000e+00
2.201841667979151096e-01 8.507700930493333757e-01 1.098804938620430605e+00 1.000000000000000000e+00
2.146837445342793527e-01 8.565938324666702020e-01 1.217923168440974369e+00 2.000000000000000000e+00
2.254803267756891605e-01 8.547070146952736591e-01 1.629863994515232450e+00 1.000000000000000000e+00
2.294651256938563255e-01 8.522396366698408166e-01 2.149966080604455154e+00 1.000000000000000000e+00
2.339845725543349964e-01 8.503984502599498674e-01 2.977397851064897516e+00 1.000000000000000000e+00
2.401460404487384126e-01 8.463354093899506658e-01 4.574984768221648679e+00 3.000000000000000000e+00
2.434534261853242287e-01 8.382225882480042189e-01 6.277618312249893862e+00 1.000000000000000000e+00
2.334920158567279636e-01 8.508929142552127400e-01 2.868289244218275691e+00 2.000000000000000000e+00
2.264929767463321753e-01 8.569182246825736149e-01 1.774345359392122790e+00 1.000000000000000000e+00
2.246745729738566788e-01 8.645646365001600220e-01 1.961345030402870337e+00 1.000000000000000000e+00
2.274779870046376162e-01 8.672988720832118803e-01 2.330072636745316839e+00 1.000000000000000000e+00
2.307406965169413460e-01 8.590753345445615308e-01 2.328107275203510795e+00 1.000000000000000000e+00
2.236583718566960421e-01 8.645396213049073575e-01 1.909521314424049709e+00 1.000000000000000000e+00
2.218612268601375670e-01 8.585736524904632461e-01 1.454554986146016082e+00 2.000000000000000000e+00
2.137253785479387436e-01 8.713378462430209082e-01 3.025338867956268718e+00 1.000000000000000000e+00
2.098548312680063310e-01 8.657304461861715650e-01 2.647669449633035299e+00 1.000000000000000000e+00
2.173145705915810466e-01 8.476746829844550302e-01 8.751995835702833793e-01 1.000000000000000000e+00
2.124117935885910247e-01 8.520030483442864178e-01 9.622812814873791254e-01 1.000000000000000000e+00
2.092713058285016747e-01 8.554410161568827276e-01 1.420689749257960433e+00 1.000000000000000000e+00
2.203443967161749506e-01 8.433658024381315288e-01 1.140657995491680676e+00 1.000000000000000000e+00
2.221039345164742551e-01 8.343941821411002824e-01 1.816094409191066905e+00 2.000000000000000000e+00
2.205757560442196397e-01 8.278103688130379334e-01 2.138899234564736407e+00 3.000000000000000000e+00
2.202063461874455563e-01 8.276494904722992985e-01 2.091558486631278857e+00 1.000000000000000000e+00
2.290844381161321330e-01 8.194278774613066307e-01 5.138402270087038204e+00 4.000000000000000000e+00
2.243875811125112529e-01 8.363629351300519987e-01 2.046392542276877613e+00 1.000000000000000000e+00
2.149722567556449637e-01 8.383951126227189299e-01 7.731550122937554947e-01 1.000000000000000000e+00
2.125684247497949819e-01 8.370425130439141936e-01 6.490180382693446770e-01 1.000000000000000000e+00
2.126387832092574703e-01 8.234719763150608607e-01 1.379897516537437197e+00 1.000000000000000000e+00
2.061566021587743214e-01 8.307901724857458259e-01 5.703792544117267660e-01 3.000000000000000000e+00
2.120105161244415226e-01 8.348831601863001550e-01 6.676418005022033419e-01 1.000000000000000000e+00
2.220669330813482556e-01 8.308314421904254843e-01 2.106876192443912998e+00 1.000000000000000000e+00
2.194126217383984556e-01 8.355630131786698778e-01 1.346733867305353494e+00 2.000000000000000000e+00
2.139238227899481481e-01 8.422523961853692898e-01 6.695643459928464214e-01 1.000000000000000000e+00
2.195974934726996897e-01 8.394045267073129146e-01 1.181810479458098140e+00 1.000000000000000000e+00
2.200508550063303703e-01 8.534813508305680863e-01 1.152835115466758653e+00 1.000000000000000000e+00
2.182730509270685293e-01 8.620319785571782800e-01 1.597836154117150853e+00 1.000000000000000000e+00
2.241182959494344429e-01 8.504264289656332521e-01 1.460964607869543519e+00 1.000000000000000000e+00
2.138389400949103070e-01 8.579834867727558212e-01 1.356210459592049000e+00 1.000000000000000000e+00
2.123443458643655135e-01 8.595716112664850694e-01 1.590567896378189072e+00 1.000000000000000000e+00
2.178529117165081130e-01 8.611147855838321430e-01 1.523595246044303408e+00 1.000000000000000000e+00
2.218579753654623399e-01 8.572242664956634117e-01 1.393215720089463039e+00 1.000000000000000000e+00
2.274724142390741333e-01 8.601454454705302899e-01 1.961842068733495648e+00 2.000000000000000000e+00
2.287798434911767209e-01 8.599748924015814255e-01 2.100027201984685288e+00 1.000000000000000000e+00
2.262394693903237719e-01 8.610603492133802606e-01 1.879441976651562873e+00 1.000000000000000000e+00
2.296912411631159834e-01 8.528828561577810330e-01 2.174377061859181115e+00 2.000000000000000000e+00
2.329915757548280675e-01 8.563461064817223800e-01 2.653550543704871867e+00 1.000000000000000000e+00
2.386354025498297338e-01 8.514779946814364786e-01 3.886347560774226828e+00 1.000000000000000000e+00
2.432681719531546161e-01 8.549393154803238692e-01 4.776238523659518620e+00 1.000000000000000000e+00
2.460916606503356363e-01 8.633919208593472394e-01 5.164944890454945536e+00 1.000000000000000000e+00
2.444011123823242315e-01 8.639043481721431217e-01 4.782057660015531120e+00 1.000000000000000000e+00
2.344117702376178614e-01 8.769930438490761704e-01 3.698384709731482367e+00 2.000000000000000000e+00
2.403543307696818787e-01 8.706446790725095308e-01 4.096917095697649280e+00 1.000000000000000000e+00
2.399135831892080795e-01 8.607443759056802035e-01 3.870709975264873925e+00 3.000000000000000000e+00
2.360137590439902178e-01 8.616113007499760501e-01 3.152936676943704164e+00 1.000000000000000000e+00
2.345207212277592157e-01 8.577022792718310695e-01 2.899246315733593704e+00 1.000000000000000000e+00
2.302674076956039984e-01 8.478566183633475806e-01 2.402202695301804081e+00 1.000000000000000000e+00
2.229328468840113264e-01 8.461696368810914803e-01 1.373105057042210531e+00 1.000000000000000000e+00
2.336369973694150115e-01 8.500832943924916396e-01 2.923867673493134145e+00 1.000000000000000000e+00
2.316699567029056883e-01 8.447460080432773744e-01 2.817343677081292519e+00 2.000000000000000000e+00
2.367150107282378901e-01 8.537204234726191165e-01 3.388369317561375826e+00 1.000000000000000000e+00
2.366913126336124273e-01 8.523913288174647107e-01 3.432927376565112709e+00 2.000000000000000000e+00
2.374674853346515346e-01 8.596410465071373519e-01 3.410392817764149598e+00 1.000000000000000000e+00
2.354785078412564292e-01 8.517859912292817803e-01 3.213289326445918803e+00 1.000000000000000000e+00
2.327043813843845399e-01 8.612875699696523890e-01 2.632188399386217625e+00 1.000000000000000000e+00
2.178648905927674240e-01 8.678453205401970294e-01 2.200618871006788435e+00 2.000000000000000000e+00
2.215794606013503920e-01 8.678724114733521455e-01 2.145083009643698357e+00 1.000000000000000000e+00
2.245710371838670061e-01 8.634885370709703967e-01 1.885952251728213680e+00 1.000000000000000000e+00
2.254264144780553925e-01 8.679554295068320213e-01 2.255834620696679504e+00 1.000000000000000000e+00
2.245577940873431932e-01 8.564231054070228222e-01 1.572805754107833964e+00 1.000000000000000000e+00
2.298795925168715115e-01 8.548442367582524959e-01 2.186066694097505536e+00 1.000000000000000000e+00
2.182421193584706265e-01 8.565272306478876052e-01 1.211358297743718282e+00 1.000000000000000000e+00
2.098179953542535503e-01 8.624297648542597061e-01 2.176302544884858303e+00 2.000000000000000000e+00
2.177397746287171310e-01 8.679361336384694425e-01 2.216857821829421926e+00 2.000000000000000000e+00
2.201708275615314736e-01 8.706034010501522147e-01 2.464285790606335347e+00 1.000000000000000000e+00
2.207308756759266966e-01 8.720659962875721982e-01 2.625384876075129270e+00 1.000000000000000000e+00
2.227612039659823961e-01 8.710867461766494957e-01 2.484825116939670675e+00 1.000000000000000000e+00
2.235611416593775158e-01 8.733800059420319117e-01 2.754004317787841494e+00 1.000000000000000000e+00
2.249013743940346532e-01 8.693398918134237485e-01 2.356160782529367559e+00 1.000000000000000000e+00
2.291705646265922158e-01 8.652257624656152224e-01 2.347392202331152422e+00 4.000000000000000000e+00
2.319259015685654901e-01 8.584517051272362309e-01 2.484900162695685477e+00 1.000000000000000000e+00
2.332394176236880223e-01 8.556834336567399335e-01 2.701697709436270411e+00 1.000000000000000000e+00
2.395938418752596999e-01 8.544284076014782014e-01 3.966307125677384970e+00 1.000000000000000000e+00
2.189200517002138358e-01 8.709863841815382868e-01 2.548995796018729276e+00 1.000000000000000000e+00
2.202024890256670808e-01 8.588391017357359658e-01 1.397062047781927552e+00 1.000000000000000000e+00
2.257773254632898519e-01 8.531243711162789234e-01 1.650391198243713831e+00 1.000000000000000000e+00
2.193700671664625679e-01 8.578074682161349607e-01 1.311806702974593231e+00 1.000000000000000000e+00
2.244703461424328583e-01 8.572672018915058478e-01 1.588823120570343361e+00 2.000000000000000000e+00
2.316715680102377217e-01 8.573867148929155135e-01 2.447588330315941807e+00 2.000000000000000000e+00
2.369916328059936128e-01 8.560040921695145633e-01 3.376936140390920826e+00 1.000000000000000000e+00
2.334390677107783807e-01 8.589869929058320253e-01 2.724388319668060277e+00 1.000000000000000000e+00
2.286892063012357368e-01 8.550356316183487237e-01 2.019080143366431379e+00 2.000000000000000000e+00
2.342945308206063615e-01 8.470530190513594349e-01 3.204878455688239036e+00 1.000000000000000000e+00
2.367757351977502200e-01 8.515434764926161915e-01 3.486295680921582374e+00 1.000000000000000000e+00
2.468613704410512477e-01 8.474878954150804056e-01 6.220181682336089146e+00 1.000000000000000000e+00
2.510570509767571790e-01 8.454296528180623715e-01 7.627857393359395388e+00 1.000000000000000000e+00
2.500431228851834886e-01 8.502021237011898602e-01 6.858730113943346751e+00 1.000000000000000000e+00
2.483728035953273183e-01 8.331534647797622650e-01 8.468876303677426165e+00 2.000000000000000000e+00
2.524056407545751668e-01 8.455518078287663775e-01 8.018346730434506853e+00 1.000000000000000000e+00
2.507905896353578301e-01 8.352642391598680272e-01 8.901438794628072415e+00 2.000000000000000000e+00
2.531860171940880644e-01 8.277096119002858021e-01 1.100125020656717112e+01 1.000000000000000000e+00
2.585715889947136081e-01 8.399750463573147918e-01 1.072124498237999823e+01 1.000000000000000000e+00
